age,marital,balance,loan,contact,deposit
60,married,8837,no,unknown,no
28,married,1020,no,unknown,no
31,married,3540,no,cellular,no
32,married,663,yes,cellular,no
77,married,2590,no,telephone,no
70,married,4982,no,cellular,no
29,married,6,no,unknown,no
34,married,118,yes,telephone,no
38,divorced,-258,no,cellular,no
45,married,-221,yes,unknown,no
40,married,2596,no,unknown,no
34,married,467,no,cellular,no
30,divorced,3100,no,cellular,no
56,divorced,722,no,cellular,no
50,married,797,no,unknown,no
53,married,476,no,cellular,no
48,married,558,no,cellular,no
53,married,162,no,cellular,no
27,single,1842,yes,cellular,no
46,married,2348,no,cellular,no
54,married,11,yes,cellular,no
36,married,2103,yes,unknown,no
31,single,967,no,cellular,no
58,married,116,no,unknown,no
48,divorced,2805,yes,cellular,no
29,married,1386,no,unknown,no
57,divorced,0,no,cellular,no
37,married,0,no,cellular,no
53,married,90,no,telephone,no
58,married,37,no,cellular,no
33,married,7,no,cellular,no
38,married,676,no,cellular,no
28,single,3817,no,cellular,no
28,single,144,yes,cellular,no
37,single,230,yes,cellular,no
27,single,0,no,unknown,no
36,married,1109,no,cellular,no
53,married,2925,no,unknown,no
26,single,397,no,cellular,no
59,single,865,no,cellular,no
31,single,816,no,cellular,no
59,married,396,no,unknown,no
40,divorced,0,no,unknown,no
27,married,241,yes,unknown,no
32,married,243,yes,unknown,no
42,married,233,no,cellular,no
43,married,43,no,cellular,no
53,married,290,yes,cellular,no
30,single,101,no,cellular,no
53,divorced,1151,no,unknown,no
53,divorced,45,no,unknown,no
57,married,1410,no,cellular,no
33,married,1234,no,telephone,no
38,married,2767,no,cellular,no
33,single,5969,no,cellular,no
42,divorced,-272,no,cellular,no
32,single,1036,yes,unknown,no
42,married,9324,no,cellular,no
41,married,1043,yes,unknown,no
35,married,1473,no,unknown,no
48,married,183,no,unknown,no
24,single,86,no,unknown,no
59,married,0,no,unknown,no
45,married,2388,no,cellular,no
39,divorced,160,no,cellular,no
46,married,385,no,unknown,no
38,married,4,no,cellular,no
30,single,119,no,cellular,no
52,married,0,yes,cellular,no
42,divorced,742,no,unknown,no
46,divorced,0,no,unknown,no
33,single,1724,no,cellular,no
52,married,0,no,cellular,no
49,married,503,no,cellular,no
59,single,68,no,unknown,no
58,divorced,5914,no,unknown,no
26,single,192,no,unknown,no
41,married,15,no,unknown,no
41,married,2157,no,unknown,no
39,married,3494,no,cellular,no
27,married,275,no,cellular,no
47,married,318,no,cellular,no
52,married,350,yes,cellular,no
37,married,588,no,cellular,no
38,married,2008,no,cellular,no
42,single,35,yes,cellular,no
41,married,2152,no,cellular,no
46,married,122,no,cellular,no
40,divorced,160,no,cellular,no
41,single,1934,no,cellular,no
60,married,0,no,unknown,no
59,married,613,no,cellular,no
59,married,574,no,cellular,no
28,single,0,yes,unknown,no
45,single,341,yes,cellular,no
31,divorced,158,no,unknown,no
31,single,1489,no,cellular,no
46,married,2911,no,telephone,no
51,married,1178,no,cellular,no
37,married,96,no,cellular,no
40,married,4157,no,unknown,no
31,single,-575,no,unknown,no
38,married,3419,no,unknown,no
39,single,1104,no,cellular,no
29,married,57,no,telephone,no
65,married,343,no,telephone,no
26,single,-326,no,unknown,no
44,married,0,no,cellular,no
27,single,3104,no,unknown,no
35,married,648,no,cellular,no
36,single,10041,no,cellular,no
36,single,-508,no,cellular,no
24,single,327,no,unknown,no
33,single,1150,no,telephone,no
53,single,1074,no,unknown,no
45,married,27,yes,cellular,no
37,married,3720,no,cellular,no
60,divorced,92,no,unknown,no
30,single,7845,no,unknown,no
37,married,157,no,unknown,no
34,married,428,no,cellular,no
28,married,0,no,cellular,no
44,single,54,yes,cellular,no
34,married,13,no,cellular,no
70,married,3230,no,cellular,no
38,single,1637,yes,cellular,no
32,single,6981,no,cellular,no
39,married,1,yes,unknown,no
38,divorced,631,no,cellular,no
36,divorced,7296,no,cellular,no
32,single,3014,no,cellular,no
34,single,920,no,cellular,no
49,married,735,no,unknown,no
45,married,1300,no,cellular,no
24,married,541,no,unknown,no
47,married,0,no,cellular,no
36,married,1257,no,cellular,no
25,married,4522,no,cellular,no
30,single,585,yes,cellular,no
29,single,150,no,cellular,no
27,married,202,no,telephone,no
57,married,2137,no,telephone,no
38,divorced,2674,no,unknown,no
43,married,625,no,unknown,no
35,single,73,no,unknown,no
38,married,2656,no,cellular,no
71,married,3,no,cellular,no
36,married,0,no,cellular,no
40,married,95,yes,unknown,no
50,married,106,no,cellular,no
31,married,477,no,cellular,no
33,divorced,1529,no,telephone,no
57,married,28,no,cellular,no
32,single,1743,no,cellular,no
52,married,924,no,cellular,no
30,single,457,no,cellular,no
40,married,0,no,cellular,no
50,married,736,no,unknown,no
32,married,0,no,cellular,no
36,single,787,no,unknown,no
60,married,-396,no,cellular,no
48,married,1573,no,cellular,no
72,married,0,no,cellular,no
46,married,524,no,telephone,no
45,married,1558,no,cellular,no
50,married,159,no,unknown,no
29,married,53,no,cellular,no
40,single,838,no,unknown,no
49,married,3144,no,cellular,no
42,married,737,no,unknown,no
43,married,4056,no,cellular,no
36,married,162,yes,cellular,no
37,married,0,no,unknown,no
59,divorced,217,no,unknown,no
75,married,3324,no,cellular,no
53,married,2895,no,unknown,no
53,married,0,no,cellular,no
57,married,11254,no,cellular,no
30,married,-280,no,cellular,no
44,married,808,no,unknown,no
51,married,0,no,unknown,no
30,married,246,no,cellular,no
42,married,-972,no,unknown,no
48,married,750,no,cellular,no
40,married,2430,no,cellular,no
36,married,-179,no,cellular,no
40,married,1412,no,cellular,no
47,married,-1531,no,cellular,no
39,married,51,no,cellular,no
41,married,88,no,cellular,no
42,married,-209,yes,cellular,no
50,single,799,no,telephone,no
58,married,4048,yes,cellular,no
70,married,1310,no,cellular,no
29,single,573,yes,unknown,no
56,married,6798,no,cellular,no
32,married,1214,no,cellular,no
39,single,75,no,unknown,no
33,divorced,387,no,cellular,no
47,married,2246,no,cellular,no
39,divorced,3,yes,unknown,no
34,married,883,no,cellular,no
36,married,1503,no,cellular,no
40,married,-322,yes,unknown,no
34,married,1301,no,cellular,no
54,married,950,no,unknown,no
36,married,2326,no,cellular,no
34,married,-78,no,unknown,no
50,divorced,2405,no,cellular,no
48,divorced,113,yes,cellular,no
35,married,4564,no,cellular,no
33,married,387,no,cellular,no
42,married,1865,no,unknown,no
31,single,4105,no,cellular,no
54,married,258,no,telephone,no
55,married,19,no,unknown,no
30,single,3773,no,cellular,no
30,married,1808,no,cellular,no
59,divorced,1304,no,unknown,no
50,single,3702,no,cellular,no
59,married,163,no,cellular,no
27,single,-151,no,cellular,no
25,single,1602,no,cellular,no
37,married,1314,no,cellular,no
36,married,84,no,unknown,no
56,married,1906,yes,unknown,no
52,married,291,no,cellular,no
36,divorced,223,yes,cellular,no
30,married,207,no,unknown,no
31,single,518,no,cellular,no
55,married,241,no,unknown,no
28,single,-126,yes,cellular,no
44,single,421,yes,cellular,no
28,single,38,no,unknown,no
25,single,800,no,unknown,no
39,divorced,32,yes,unknown,no
32,married,1477,no,cellular,no
42,married,160,yes,unknown,no
31,single,4415,no,unknown,no
38,divorced,-397,yes,cellular,no
30,married,590,no,cellular,no
50,married,778,no,cellular,no
50,married,19,yes,cellular,no
47,married,0,no,cellular,no
29,married,-28,no,unknown,no
34,married,3119,no,unknown,no
54,married,122,no,cellular,no
43,married,0,no,unknown,no
47,married,4157,no,unknown,no
55,married,102,no,unknown,no
35,married,437,no,unknown,no
32,married,1,no,cellular,no
49,married,-354,yes,cellular,no
39,single,1234,no,telephone,no
32,married,901,no,unknown,no
49,married,247,yes,cellular,no
32,single,180,no,cellular,no
47,married,274,yes,cellular,no
42,single,92,no,cellular,no
52,married,813,yes,cellular,no
31,single,1170,no,unknown,no
52,divorced,-183,no,unknown,no
38,married,0,no,cellular,no
53,married,136,no,unknown,no
40,married,103,no,unknown,no
31,married,23,no,cellular,no
53,married,2242,no,cellular,no
46,married,137,no,unknown,no
49,married,1047,no,cellular,no
34,single,5731,no,cellular,no
63,married,2707,no,telephone,no
41,married,-329,no,telephone,no
55,married,158,no,unknown,no
29,single,219,no,cellular,no
47,married,2775,no,unknown,no
37,married,461,no,unknown,no
38,single,145,no,unknown,no
29,single,309,no,unknown,no
41,married,733,no,cellular,no
53,married,8417,no,unknown,no
40,single,1400,no,unknown,no
56,divorced,72,yes,cellular,no
34,single,0,no,unknown,no
28,single,9710,no,cellular,no
41,married,1377,no,cellular,no
32,married,881,no,cellular,no
51,married,0,no,unknown,no
33,married,285,yes,unknown,no
34,single,550,no,cellular,no
26,married,285,no,cellular,no
31,married,-360,no,unknown,no
39,married,0,no,cellular,no
50,married,72,no,cellular,no
33,married,930,yes,cellular,no
44,married,717,no,cellular,no
38,married,67,no,cellular,no
33,married,6227,no,unknown,no
32,single,5252,no,unknown,no
33,single,561,no,cellular,no
55,married,1393,yes,telephone,no
27,married,-330,yes,cellular,no
39,divorced,3261,no,unknown,no
21,single,361,no,telephone,no
57,married,807,no,unknown,no
29,married,2305,no,cellular,no
45,single,-11,no,cellular,no
46,single,2223,no,unknown,no
47,married,29,yes,cellular,no
44,single,1308,yes,unknown,no
43,single,1337,yes,cellular,no
44,married,17361,no,unknown,no
52,married,6,no,cellular,no
33,divorced,370,no,cellular,no
27,married,8,yes,cellular,no
43,divorced,666,no,cellular,no
29,married,0,no,unknown,no
43,married,1336,yes,cellular,no
34,married,17672,no,cellular,no
30,single,35,no,cellular,no
56,married,705,no,cellular,no
46,divorced,2087,no,cellular,no
42,married,4466,no,cellular,no
51,married,844,no,unknown,no
30,married,321,no,cellular,no
41,married,2781,no,cellular,no
57,married,34,yes,cellular,no
36,married,29,yes,cellular,no
47,single,2443,no,unknown,no
37,divorced,3975,no,cellular,no
33,married,256,no,cellular,no
49,divorced,696,no,unknown,no
34,married,63,no,cellular,no
54,married,316,no,cellular,no
39,married,-119,no,unknown,no
58,single,6570,no,cellular,no
36,married,418,yes,cellular,no
46,married,0,no,cellular,no
31,married,8784,no,unknown,no
31,single,1970,no,telephone,no
50,divorced,204,yes,unknown,no
40,married,643,no,cellular,no
47,married,304,no,unknown,no
26,single,1177,no,cellular,no
29,single,544,no,unknown,no
38,married,-498,no,cellular,no
57,married,0,no,cellular,no
47,married,209,no,cellular,no
56,married,665,no,unknown,no
37,married,310,no,cellular,no
66,married,2149,no,cellular,no
49,married,13818,no,cellular,no
31,married,526,no,cellular,no
30,single,-218,no,cellular,no
42,divorced,419,yes,unknown,no
55,married,517,yes,cellular,no
33,single,61,no,cellular,no
33,married,0,yes,cellular,no
43,married,514,yes,cellular,no
32,married,365,no,cellular,no
42,married,480,no,unknown,no
53,single,717,no,cellular,no
42,married,24780,no,cellular,no
37,married,1396,no,cellular,no
31,married,414,no,unknown,no
57,divorced,3100,yes,cellular,no
33,married,0,yes,cellular,no
57,married,1218,no,cellular,no
30,divorced,789,no,cellular,no
31,married,859,yes,cellular,no
33,married,0,no,cellular,no
33,married,3868,no,unknown,no
53,married,232,no,telephone,no
38,divorced,1686,no,unknown,no
60,married,29184,no,telephone,no
36,single,144,no,cellular,no
27,single,194,no,unknown,no
32,single,7641,yes,cellular,no
45,married,351,no,unknown,no
28,single,150,no,unknown,no
57,married,1532,no,telephone,no
37,married,1549,no,unknown,no
47,married,1057,no,cellular,no
35,married,839,no,unknown,no
32,divorced,880,yes,unknown,no
41,single,4464,no,telephone,no
35,married,6,no,cellular,no
26,single,0,yes,cellular,no
47,divorced,694,no,cellular,no
36,married,153,no,cellular,no
46,married,110,yes,cellular,no
30,single,640,no,cellular,no
44,married,3060,no,cellular,no
47,divorced,2836,yes,cellular,no
49,married,1127,yes,cellular,no
55,married,11,no,cellular,no
56,married,982,yes,cellular,no
28,married,222,no,unknown,no
34,divorced,627,no,unknown,no
55,married,5010,no,cellular,no
27,single,468,no,cellular,no
38,divorced,155,no,unknown,no
43,married,2478,no,cellular,no
55,divorced,668,no,cellular,no
30,married,35,no,cellular,no
48,married,3304,no,unknown,no
30,married,0,no,unknown,no
58,married,237,no,telephone,no
39,single,0,no,telephone,no
35,single,-54,no,unknown,no
41,married,0,no,unknown,no
32,married,240,yes,cellular,no
48,married,759,no,cellular,no
76,married,992,no,cellular,no
43,married,1379,no,unknown,no
46,married,8564,no,cellular,no
59,married,0,no,cellular,no
29,single,119,no,unknown,no
31,married,450,yes,cellular,no
36,married,746,no,cellular,no
46,single,2032,no,cellular,no
37,married,636,yes,unknown,no
48,married,-938,no,cellular,no
31,single,2007,no,unknown,no
39,divorced,33,no,cellular,no
39,single,2887,no,unknown,no
39,married,1444,no,cellular,no
55,married,42,no,telephone,no
54,married,522,yes,cellular,no
32,married,0,no,cellular,no
37,married,3884,no,cellular,no
36,married,472,no,unknown,no
60,married,2060,no,cellular,no
25,single,628,no,cellular,no
50,married,398,no,telephone,no
59,married,417,no,cellular,no
58,married,610,no,telephone,no
49,single,2585,no,unknown,no
47,married,321,yes,unknown,no
38,married,0,no,cellular,no
32,single,4,no,cellular,no
40,single,29,no,telephone,no
50,married,892,yes,unknown,no
35,single,0,yes,cellular,no
47,married,1387,no,cellular,no
27,single,454,yes,cellular,no
48,single,71,no,cellular,no
40,married,-35,no,cellular,no
35,married,2251,no,cellular,no
39,married,2460,no,cellular,no
34,married,34,no,cellular,no
36,single,1281,no,telephone,no
56,divorced,3021,no,unknown,no
30,married,141,no,cellular,no
51,married,500,no,cellular,no
41,married,1459,no,unknown,no
35,married,-244,yes,cellular,no
53,married,1356,no,cellular,no
25,single,-289,no,telephone,no
34,single,1396,no,cellular,no
29,single,9,yes,cellular,no
33,married,70,no,cellular,no
43,married,877,no,cellular,no
47,married,113,no,unknown,no
35,single,368,no,unknown,no
49,married,89,no,cellular,no
41,married,450,no,unknown,no
49,married,463,no,telephone,no
44,married,1397,no,cellular,no
32,single,310,no,unknown,no
27,single,270,no,unknown,no
53,married,65,no,cellular,no
55,married,865,no,cellular,no
60,married,7,yes,cellular,no
27,single,145,no,cellular,no
58,married,327,yes,cellular,no
42,married,429,no,cellular,no
31,married,1167,yes,cellular,no
30,single,2995,no,cellular,no
32,single,974,no,unknown,no
56,married,784,yes,cellular,no
57,divorced,316,no,cellular,no
57,married,0,no,cellular,no
39,married,211,no,telephone,no
37,married,342,no,cellular,no
32,married,628,no,cellular,no
41,married,0,no,cellular,no
49,married,769,no,unknown,no
36,divorced,2278,no,unknown,no
58,married,1351,no,telephone,no
58,married,49,no,unknown,no
33,married,1082,yes,cellular,no
31,single,5691,no,cellular,no
46,divorced,916,no,cellular,no
42,divorced,325,no,unknown,no
46,married,0,yes,cellular,no
47,married,2475,no,cellular,no
42,married,3717,no,unknown,no
53,married,288,no,unknown,no
31,married,1130,no,cellular,no
39,married,2715,no,unknown,no
57,married,23,no,telephone,no
29,single,0,no,cellular,no
32,single,-84,no,cellular,no
38,married,290,no,unknown,no
34,single,36,no,telephone,no
35,married,-488,no,unknown,no
55,married,-473,no,unknown,no
42,married,1272,no,cellular,no
32,married,0,no,cellular,no
50,divorced,-6,no,unknown,no
56,married,510,no,cellular,no
36,single,818,yes,cellular,no
49,married,543,no,unknown,no
48,married,7867,yes,unknown,no
32,single,1212,no,unknown,no
35,married,533,no,cellular,no
48,married,291,no,telephone,no
40,single,573,no,cellular,no
55,married,1279,no,cellular,no
50,married,280,no,unknown,no
55,married,574,no,cellular,no
26,single,658,yes,telephone,no
34,married,2019,yes,unknown,no
45,married,22815,no,cellular,no
44,married,887,no,cellular,no
34,married,303,no,cellular,no
39,single,326,no,unknown,no
31,single,453,no,unknown,no
27,single,0,yes,cellular,no
41,married,4063,no,cellular,no
45,married,2403,no,cellular,no
28,single,123,no,cellular,no
39,married,270,no,unknown,no
31,single,424,no,cellular,no
31,married,1230,no,unknown,no
31,single,387,no,cellular,no
35,single,744,no,cellular,no
32,single,696,yes,cellular,no
49,married,4594,no,cellular,no
42,married,1002,no,unknown,no
31,single,-173,no,unknown,no
35,single,1239,no,cellular,no
31,single,354,yes,cellular,no
45,single,375,yes,unknown,no
24,single,3,no,cellular,no
49,divorced,6116,no,cellular,no
36,married,4515,no,unknown,no
28,single,727,no,unknown,no
54,married,3846,yes,unknown,no
27,single,1128,no,unknown,no
34,divorced,1173,yes,cellular,no
40,single,27,no,cellular,no
32,single,328,yes,unknown,no
41,married,0,no,cellular,no
38,single,-87,no,cellular,no
35,single,2830,no,unknown,no
31,married,4,no,unknown,no
47,married,0,no,unknown,no
41,married,80,no,cellular,no
29,single,2768,no,unknown,no
33,married,5,no,unknown,no
89,married,553,no,telephone,no
54,married,-102,no,cellular,no
72,married,2079,no,cellular,no
29,married,1,no,unknown,no
41,married,598,no,cellular,no
39,married,34,no,cellular,no
41,divorced,-19,no,unknown,no
31,married,292,yes,unknown,no
32,married,144,no,unknown,no
52,married,1113,yes,cellular,no
41,married,121,no,cellular,no
45,married,904,yes,unknown,no
29,single,-498,no,cellular,no
32,married,0,no,unknown,no
35,married,67,no,unknown,no
54,married,3967,yes,cellular,no
41,married,305,no,cellular,no
42,married,260,no,telephone,no
59,divorced,258,no,cellular,no
58,married,0,no,cellular,no
32,single,72,no,cellular,no
56,single,145,no,telephone,no
50,divorced,2564,no,cellular,no
45,married,7811,no,unknown,no
59,married,5744,no,unknown,no
47,married,673,yes,unknown,no
54,single,602,no,cellular,no
40,married,9374,no,cellular,no
37,married,5016,no,cellular,no
29,married,508,yes,unknown,no
36,married,156,no,cellular,no
33,married,0,no,cellular,no
32,divorced,12,no,cellular,no
53,married,7984,no,cellular,no
33,married,255,yes,cellular,no
36,married,211,no,unknown,no
43,divorced,1854,no,cellular,no
45,married,-497,yes,cellular,no
52,married,431,no,cellular,no
48,divorced,-314,no,cellular,no
40,married,552,no,cellular,no
31,married,465,no,cellular,no
34,single,544,no,unknown,no
54,married,-636,no,unknown,no
40,married,7780,no,telephone,no
55,single,274,no,cellular,no
33,married,1148,no,cellular,no
50,married,67,yes,unknown,no
59,divorced,914,no,cellular,no
40,married,1293,no,cellular,no
45,married,111,no,cellular,no
32,married,937,no,cellular,no
50,married,605,no,unknown,no
58,married,1457,no,cellular,no
38,married,1617,no,cellular,no
57,married,29207,no,telephone,no
31,married,812,no,cellular,no
69,married,324,no,cellular,no
26,single,1327,no,cellular,no
30,married,482,no,cellular,no
49,married,134,yes,unknown,no
36,married,347,no,cellular,no
37,married,1824,no,cellular,no
55,divorced,410,yes,cellular,no
36,single,-38,no,unknown,no
31,married,581,no,cellular,no
30,divorced,3100,no,unknown,no
36,married,0,yes,cellular,no
50,married,1138,no,cellular,no
53,married,0,no,cellular,no
39,married,304,yes,unknown,no
31,married,313,no,cellular,no
49,married,1898,no,cellular,no
35,married,142,no,cellular,no
45,married,4696,no,unknown,no
30,single,135,no,cellular,no
47,married,574,no,cellular,no
37,married,1322,no,cellular,no
35,married,703,no,cellular,no
41,single,0,no,cellular,no
35,married,1,no,cellular,no
60,married,55,no,cellular,no
58,married,786,no,unknown,no
28,married,22,no,cellular,no
57,married,890,no,cellular,no
35,married,451,no,cellular,no
54,married,59,no,cellular,no
31,single,15,no,cellular,no
32,single,15341,no,unknown,no
56,single,-273,no,cellular,no
35,married,28,yes,cellular,no
33,married,58,no,unknown,no
50,married,103,no,cellular,no
46,single,244,no,unknown,no
35,married,0,no,unknown,no
49,married,880,yes,cellular,no
56,divorced,-141,no,cellular,no
33,single,447,no,unknown,no
37,married,62,no,cellular,no
30,single,148,no,cellular,no
34,single,79,no,cellular,no
29,single,9,no,cellular,no
32,married,578,yes,cellular,no
29,married,-382,no,cellular,no
50,married,888,yes,telephone,no
58,single,382,no,cellular,no
30,married,1390,no,cellular,no
52,married,-104,yes,cellular,no
39,married,22,no,unknown,no
43,divorced,-36,no,cellular,no
51,married,130,no,cellular,no
38,single,77,no,cellular,no
30,single,1031,no,unknown,no
52,divorced,92,yes,cellular,no
40,married,1063,yes,cellular,no
37,married,0,yes,cellular,no
30,married,282,yes,unknown,no
51,married,1394,no,cellular,no
27,single,16,no,unknown,no
35,married,975,no,cellular,no
47,married,12276,no,unknown,no
29,married,313,no,cellular,no
52,married,1648,no,cellular,no
43,single,6,no,cellular,no
31,married,1127,no,telephone,no
54,married,1070,no,cellular,no
59,married,1040,no,cellular,no
51,married,50,yes,unknown,no
32,married,62,no,telephone,no
42,married,-755,yes,unknown,no
46,married,4707,no,unknown,no
30,single,925,no,cellular,no
42,divorced,0,no,cellular,no
39,married,867,no,unknown,no
31,single,-201,no,cellular,no
35,married,120,no,unknown,no
34,married,61,yes,unknown,no
42,divorced,0,no,unknown,no
57,married,687,yes,telephone,no
38,single,38,no,cellular,no
29,single,2806,no,cellular,no
46,married,-27,no,cellular,no
48,married,2498,no,cellular,no
33,married,390,no,cellular,no
59,single,-423,yes,cellular,no
23,single,1587,yes,cellular,no
37,married,288,no,cellular,no
40,single,822,yes,cellular,no
44,divorced,-222,no,unknown,no
37,single,197,no,unknown,no
28,single,159,no,telephone,no
39,single,681,no,unknown,no
57,divorced,0,yes,cellular,no
38,single,495,no,unknown,no
60,married,414,no,cellular,no
38,divorced,151,no,cellular,no
26,single,2572,no,cellular,no
32,married,320,no,unknown,no
35,single,304,no,cellular,no
30,single,1299,no,cellular,no
37,married,740,no,cellular,no
36,married,537,yes,cellular,no
34,single,1581,yes,unknown,no
28,married,708,no,unknown,no
37,married,178,yes,unknown,no
31,single,671,no,unknown,no
34,married,3,no,telephone,no
28,single,981,no,cellular,no
38,married,1042,no,cellular,no
80,married,1021,no,telephone,no
59,married,1035,yes,cellular,no
54,married,1114,no,cellular,no
29,single,98,no,cellular,no
39,married,24,no,cellular,no
30,single,486,no,cellular,no
41,divorced,727,no,cellular,no
48,married,-205,yes,cellular,no
26,married,895,no,cellular,no
55,married,319,no,cellular,no
36,single,206,no,unknown,no
31,married,-414,no,cellular,no
35,married,-1489,yes,unknown,no
30,married,0,no,cellular,no
26,single,249,no,cellular,no
32,married,927,no,cellular,no
43,divorced,515,no,cellular,no
48,married,1060,no,cellular,no
49,married,308,no,cellular,no
34,married,808,yes,cellular,no
27,single,431,no,unknown,no
31,single,396,no,unknown,no
35,single,-89,no,cellular,no
40,married,-253,no,cellular,no
39,married,0,no,unknown,no
19,single,60,no,cellular,no
40,married,695,no,cellular,no
25,single,1141,no,cellular,no
38,divorced,791,no,unknown,no
62,married,1381,no,cellular,no
27,married,0,no,cellular,no
40,married,-28,yes,unknown,no
56,married,412,no,telephone,no
33,married,310,no,cellular,no
52,married,1319,no,telephone,no
33,married,0,yes,cellular,no
38,married,-314,no,unknown,no
27,married,511,no,unknown,no
54,married,-152,yes,unknown,no
35,married,907,yes,unknown,no
41,single,22,no,unknown,no
28,single,0,yes,cellular,no
55,divorced,8044,no,cellular,no
56,single,1854,no,telephone,no
33,single,1794,no,cellular,no
42,married,2,no,unknown,no
34,single,2321,no,cellular,no
35,single,144,no,cellular,no
46,divorced,1,yes,unknown,no
31,single,762,no,cellular,no
48,married,16,yes,cellular,no
38,married,20,no,cellular,no
47,married,2070,yes,unknown,no
48,married,308,no,cellular,no
57,married,1617,no,unknown,no
30,married,39,no,cellular,no
39,married,332,no,unknown,no
31,single,713,no,cellular,no
44,married,2885,no,unknown,no
38,married,968,no,cellular,no
58,married,4150,no,unknown,no
42,married,687,no,cellular,no
33,married,333,no,cellular,no
55,married,1821,no,cellular,no
34,married,-436,no,unknown,no
30,single,6929,no,cellular,no
35,single,126,no,cellular,no
35,married,2019,yes,cellular,no
56,married,878,no,unknown,no
27,single,6791,no,telephone,no
39,divorced,0,no,unknown,no
36,married,110,no,telephone,no
35,married,28,yes,unknown,no
34,single,443,no,cellular,no
28,single,236,no,cellular,no
37,married,2707,no,telephone,no
57,married,1753,no,cellular,no
34,married,1182,no,unknown,no
38,single,427,no,cellular,no
48,married,788,no,telephone,no
35,married,0,no,cellular,no
40,married,-509,no,unknown,no
48,divorced,-110,yes,unknown,no
54,married,244,no,cellular,no
49,divorced,933,yes,cellular,no
38,married,940,no,cellular,no
44,married,1631,no,cellular,no
44,married,-505,no,unknown,no
60,married,7336,no,cellular,no
55,single,-40,no,unknown,no
27,single,25,no,unknown,no
33,single,0,no,unknown,no
32,married,5,no,cellular,no
51,married,-92,no,unknown,no
44,married,497,no,cellular,no
49,married,2356,yes,telephone,no
42,married,3,no,cellular,no
35,married,128,no,cellular,no
32,married,390,yes,cellular,no
39,single,300,no,cellular,no
54,married,827,yes,unknown,no
35,married,25,no,cellular,no
41,single,340,no,cellular,no
35,married,867,no,cellular,no
41,married,140,no,cellular,no
36,married,3,no,cellular,no
51,married,4920,no,telephone,no
59,single,3237,no,unknown,no
44,married,0,yes,cellular,no
49,married,1096,no,cellular,no
37,single,869,no,cellular,no
60,divorced,1900,no,unknown,no
40,married,413,no,unknown,no
27,married,-588,no,unknown,no
34,married,0,no,cellular,no
41,married,2490,no,unknown,no
39,married,20928,no,cellular,no
34,married,560,no,unknown,no
38,divorced,0,no,cellular,no
56,married,826,no,cellular,no
42,married,115,yes,cellular,no
47,single,107,no,telephone,no
32,married,320,yes,cellular,no
37,married,-399,yes,unknown,no
25,single,703,no,cellular,no
29,divorced,328,yes,cellular,no
48,divorced,148,no,cellular,no
39,single,2298,yes,cellular,no
31,married,64,no,cellular,no
28,single,4013,no,unknown,no
32,married,0,no,unknown,no
35,married,633,yes,cellular,no
51,married,-1137,yes,telephone,no
32,married,902,no,unknown,no
30,married,2850,no,unknown,no
54,married,313,no,unknown,no
41,married,923,no,unknown,no
35,single,8,no,unknown,no
44,married,945,no,cellular,no
58,married,2261,no,cellular,no
43,married,18,no,cellular,no
52,married,5828,no,telephone,no
60,married,6307,no,unknown,no
32,single,537,no,unknown,no
41,married,393,yes,cellular,no
54,divorced,215,no,unknown,no
30,single,132,no,unknown,no
36,single,35,no,cellular,no
27,single,125,no,cellular,no
32,single,129,no,cellular,no
34,married,0,no,cellular,no
43,married,315,no,cellular,no
43,married,2567,no,cellular,no
31,divorced,883,no,cellular,no
37,married,1120,no,unknown,no
51,divorced,0,no,unknown,no
52,married,1117,no,cellular,no
57,married,773,yes,unknown,no
32,single,390,no,unknown,no
47,married,1358,no,cellular,no
31,married,216,no,cellular,no
27,single,317,no,unknown,no
31,single,2369,no,cellular,no
36,divorced,125,no,unknown,no
44,married,6,no,cellular,no
34,married,15841,no,cellular,no
32,married,51,no,cellular,no
52,married,0,yes,unknown,no
60,divorced,-79,yes,cellular,no
30,single,1881,yes,unknown,no
48,married,456,yes,unknown,no
39,married,1873,no,unknown,no
59,divorced,0,no,cellular,no
42,married,445,no,unknown,no
77,married,2123,no,telephone,no
29,married,767,no,cellular,no
49,divorced,229,no,cellular,no
57,married,3783,no,unknown,no
37,married,140,yes,cellular,no
35,married,6,no,cellular,no
63,divorced,859,no,cellular,no
37,married,261,no,cellular,no
37,married,50,no,unknown,no
52,married,-462,no,cellular,no
60,married,0,no,cellular,no
36,married,283,yes,unknown,no
48,married,91,no,cellular,no
47,married,0,no,telephone,no
56,divorced,442,no,unknown,no
45,married,0,no,cellular,no
53,married,1182,no,cellular,no
56,married,316,no,unknown,no
59,married,316,no,cellular,no
34,married,402,no,cellular,no
45,single,8725,no,cellular,no
32,married,102,no,unknown,no
60,married,0,no,unknown,no
54,divorced,615,yes,cellular,no
41,married,0,no,unknown,no
44,married,3060,no,cellular,no
40,married,990,no,cellular,no
40,divorced,1937,no,unknown,no
29,married,428,no,cellular,no
28,married,655,no,unknown,no
35,married,16,no,cellular,no
33,married,2044,no,cellular,no
33,single,20,no,cellular,no
50,married,29,no,unknown,no
56,married,-155,no,cellular,no
37,single,340,no,cellular,no
53,married,1776,no,unknown,no
27,single,23,no,cellular,no
46,married,863,no,cellular,no
36,divorced,7051,yes,cellular,no
37,married,1049,no,cellular,no
28,married,174,yes,cellular,no
